runId	mainClass	args	outputDir	dependsOn	block
pricing-n020-set01-m4-random-base-n1-wzero-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/zero/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wzero-time_indexed	seed-n020-set01-m4-random-base-n1-wzero	pricing-comparison
pricing-n020-set01-m4-random-base-n1-wzero-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/zero/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wzero-time_indexed_sri	seed-n020-set01-m4-random-base-n1-wzero	pricing-comparison
seed-n020-set01-m2-random-base-n1-wnarrow	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m2-random-base-n1-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m2-random-base-n1-wnarrow" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m2-random-base-n1-wnarrow		seed
pricing-n020-set01-m2-random-base-n1-wnarrow-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m2-random-base-n1-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wnarrow-ng_dssr	seed-n020-set01-m2-random-base-n1-wnarrow	pricing-comparison
pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed	seed-n020-set01-m2-random-base-n1-wnarrow	pricing-comparison
pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wnarrow-time_indexed_sri	seed-n020-set01-m2-random-base-n1-wnarrow	pricing-comparison
seed-n020-set01-m3-random-base-n1-wnarrow	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m3-random-base-n1-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wnarrow" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wnarrow		seed
pricing-n020-set01-m3-random-base-n1-wnarrow-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m3-random-base-n1-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wnarrow-ng_dssr	seed-n020-set01-m3-random-base-n1-wnarrow	pricing-comparison
pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed	seed-n020-set01-m3-random-base-n1-wnarrow	pricing-comparison
pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wnarrow-time_indexed_sri	seed-n020-set01-m3-random-base-n1-wnarrow	pricing-comparison
seed-n020-set01-m4-random-base-n1-wnarrow	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m4-random-base-n1-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wnarrow" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wnarrow		seed
pricing-n020-set01-m4-random-base-n1-wnarrow-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wnarrow-ng_dssr	seed-n020-set01-m4-random-base-n1-wnarrow	pricing-comparison
pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed	seed-n020-set01-m4-random-base-n1-wnarrow	pricing-comparison
pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/narrow/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wnarrow-time_indexed_sri	seed-n020-set01-m4-random-base-n1-wnarrow	pricing-comparison
seed-n020-set01-m2-random-base-n1-wwide	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m2-random-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m2-random-base-n1-wwide" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m2-random-base-n1-wwide		seed
pricing-n020-set01-m2-random-base-n1-wwide-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m2-random-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wwide-ng_dssr	seed-n020-set01-m2-random-base-n1-wwide	pricing-comparison
pricing-n020-set01-m2-random-base-n1-wwide-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m2-random-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wwide-time_indexed	seed-n020-set01-m2-random-base-n1-wwide	pricing-comparison
pricing-n020-set01-m2-random-base-n1-wwide-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m2-random-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m2-random-base-n1-wwide-time_indexed_sri	seed-n020-set01-m2-random-base-n1-wwide	pricing-comparison
seed-n020-set01-m3-random-base-n1-wwide	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m3-random-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wwide" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wwide		seed
pricing-n020-set01-m3-random-base-n1-wwide-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m3-random-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wwide-ng_dssr	seed-n020-set01-m3-random-base-n1-wwide	pricing-comparison
pricing-n020-set01-m3-random-base-n1-wwide-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m3-random-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wwide-time_indexed	seed-n020-set01-m3-random-base-n1-wwide	pricing-comparison
pricing-n020-set01-m3-random-base-n1-wwide-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m3-random-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m3-random-base-n1-wwide-time_indexed_sri	seed-n020-set01-m3-random-base-n1-wwide	pricing-comparison
seed-n020-set01-m4-random-base-n1-wwide	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m4-random-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wwide" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wwide		seed
pricing-n020-set01-m4-random-base-n1-wwide-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wwide-ng_dssr	seed-n020-set01-m4-random-base-n1-wwide	pricing-comparison
pricing-n020-set01-m4-random-base-n1-wwide-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wwide-time_indexed	seed-n020-set01-m4-random-base-n1-wwide	pricing-comparison
pricing-n020-set01-m4-random-base-n1-wwide-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n020-set01-m4-random-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n020-set01/random/base/wide/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n020-set01-m4-random-base-n1-wwide-time_indexed_sri	seed-n020-set01-m4-random-base-n1-wwide	pricing-comparison
